"cid_hex","glyph","uname"
"u/2be","ʾ","modifier letter right half ring"
"u/2bf","ʿ","modifier letter left half ring"
"u/2c0","ˀ","modifier letter glottal stop"
"u/2c1","ˁ","modifier letter reversed glottal stop"
"u/2c2","˂","modifier letter left arrowhead"
"u/2c3","˃","modifier letter right arrowhead"
"u/2c4","˄","modifier letter up arrowhead"
"u/2c5","˅","modifier letter down arrowhead"
"u/2c6","ˆ","modifier letter circumflex accent"
"u/2c7","ˇ","caron"
"u/2c8","ˈ","modifier letter vertical line"
"u/2c9","ˉ","modifier letter macron"
"u/2ca","ˊ","modifier letter acute accent"
"u/2cb","ˋ","modifier letter grave accent"
"u/2cc","ˌ","modifier letter low vertical line"
"u/2cd","ˍ","modifier letter low macron"
"u/2ce","ˎ","modifier letter low grave accent"
"u/2cf","ˏ","modifier letter low acute accent"
"u/2d0","ː","modifier letter triangular colon"
"u/2d1","ˑ","modifier letter half triangular colon"
"u/2d2","˒","modifier letter centred right half ring"
"u/2d3","˓","modifier letter centred left half ring"
"u/2d4","˔","modifier letter up tack"
"u/2d5","˕","modifier letter down tack"
"u/2d6","˖","modifier letter plus sign"
"u/2d7","˗","modifier letter minus sign"
"u/2d8","˘","breve"
"u/2d9","˙","dot above"
"u/2da","˚","ring above"
"u/2db","˛","ogonek"
"u/2dc","˜","small tilde"
"u/2dd","˝","double acute accent"
"u/2de","˞","modifier letter rhotic hook"
"u/2df","˟","modifier letter cross accent"
"u/2e0","ˠ","modifier letter small gamma"
"u/2e1","ˡ","modifier letter small l"
"u/2e2","ˢ","modifier letter small s"
"u/2e3","ˣ","modifier letter small x"
"u/2e4","ˤ","modifier letter small reversed glottal stop"
"u/2e5","˥","modifier letter extra-high tone bar"
"u/2e6","˦","modifier letter high tone bar"
"u/2e7","˧","modifier letter mid tone bar"
"u/2e8","˨","modifier letter low tone bar"
"u/2e9","˩","modifier letter extra-low tone bar"
"u/2ea","˪","modifier letter yin departing tone mark"
"u/2eb","˫","modifier letter yang departing tone mark"
"u/2ec","ˬ","modifier letter voicing"
"u/2ed","˭","modifier letter unaspirated"
"u/2ee","ˮ","modifier letter double apostrophe"
"u/2ef","˯","modifier letter low down arrowhead"
"u/2f0","˰","modifier letter low up arrowhead"
"u/2f1","˱","modifier letter low left arrowhead"
"u/2f2","˲","modifier letter low right arrowhead"
"u/2f3","˳","modifier letter low ring"
"u/2f4","˴","modifier letter middle grave accent"
"u/2f5","˵","modifier letter middle double grave accent"
"u/2f6","˶","modifier letter middle double acute accent"
"u/2f7","˷","modifier letter low tilde"
"u/2f8","˸","modifier letter raised colon"
"u/2f9","˹","modifier letter begin high tone"
"u/2fa","˺","modifier letter end high tone"
"u/2fb","˻","modifier letter begin low tone"
"u/2fc","˼","modifier letter end low tone"
"u/2fd","˽","modifier letter shelf"
"u/2fe","˾","modifier letter open shelf"
"u/2ff","˿","modifier letter low left arrow"
"u/300","̀","combining grave accent"
"u/301","́","combining acute accent"
"u/302","̂","combining circumflex accent"
"u/303","̃","combining tilde"
"u/304","̄","combining macron"
"u/305","̅","combining overline"
"u/306","̆","combining breve"
"u/307","̇","combining dot above"
"u/308","̈","combining diaeresis"
"u/309","̉","combining hook above"
"u/30a","̊","combining ring above"
"u/30b","̋","combining double acute accent"
"u/30c","̌","combining caron"
"u/30d","̍","combining vertical line above"
"u/30e","̎","combining double vertical line above"
"u/30f","̏","combining double grave accent"
"u/310","̐","combining candrabindu"
"u/311","̑","combining inverted breve"
"u/312","̒","combining turned comma above"
"u/313","̓","combining comma above"
"u/314","̔","combining reversed comma above"
"u/315","̕","combining comma above right"
"u/316","̖","combining grave accent below"
"u/317","̗","combining acute accent below"
"u/318","̘","combining left tack below"
"u/319","̙","combining right tack below"
"u/31a","̚","combining left angle above"
"u/31b","̛","combining horn"
"u/31c","̜","combining left half ring below"
"u/31d","̝","combining up tack below"
"u/31e","̞","combining down tack below"
"u/31f","̟","combining plus sign below"
"u/320","̠","combining minus sign below"
"u/321","̡","combining palatalized hook below"
"u/322","̢","combining retroflex hook below"
"u/323","̣","combining dot below"
"u/324","̤","combining diaeresis below"
"u/325","̥","combining ring below"
"u/326","̦","combining comma below"
"u/327","̧","combining cedilla"
"u/328","̨","combining ogonek"
"u/329","̩","combining vertical line below"
"u/32a","̪","combining bridge below"
"u/32b","̫","combining inverted double arch below"
"u/32c","̬","combining caron below"
"u/32d","̭","combining circumflex accent below"
"u/32e","̮","combining breve below"
"u/32f","̯","combining inverted breve below"
"u/330","̰","combining tilde below"
"u/331","̱","combining macron below"
"u/332","̲","combining low line"
"u/333","̳","combining double low line"
"u/334","̴","combining tilde overlay"
"u/335","̵","combining short stroke overlay"
"u/336","̶","combining long stroke overlay"
"u/337","̷","combining short solidus overlay"
"u/338","̸","combining long solidus overlay"
"u/339","̹","combining right half ring below"
"u/33a","̺","combining inverted bridge below"
"u/33b","̻","combining square below"
"u/33c","̼","combining seagull below"
"u/33d","̽","combining x above"
"u/33e","̾","combining vertical tilde"
"u/33f","̿","combining double overline"
"u/340","̀","combining grave tone mark"
"u/341","́","combining acute tone mark"
"u/342","͂","combining greek perispomeni"
"u/343","̓","combining greek koronis"
"u/344","̈́","combining greek dialytika tonos"
"u/345","ͅ","combining greek ypogegrammeni"
"u/346","͆","combining bridge above"
"u/347","͇","combining equals sign below"
"u/348","͈","combining double vertical line below"
"u/349","͉","combining left angle below"
"u/34a","͊","combining not tilde above"
"u/34b","͋","combining homothetic above"
"u/34c","͌","combining almost equal to above"
"u/34d","͍","combining left right arrow below"
"u/34e","͎","combining upwards arrow below"
"u/34f","͏","combining grapheme joiner"
"u/350","͐","combining right arrowhead above"
"u/351","͑","combining left half ring above"
"u/352","͒","combining fermata"
"u/353","͓","combining x below"
"u/354","͔","combining left arrowhead below"
"u/355","͕","combining right arrowhead below"
"u/356","͖","combining right arrowhead and up arrowhead below"
"u/357","͗","combining right half ring above"
"u/358","͘","combining dot above right"
"u/359","͙","combining asterisk below"
"u/35a","͚","combining double ring below"
"u/35b","͛","combining zigzag above"
"u/35c","͜","combining double breve below"
"u/35d","͝","combining double breve"
"u/35e","͞","combining double macron"
"u/35f","͟","combining double macron below"
"u/360","͠","combining double tilde"
"u/361","͡","combining double inverted breve"
"u/362","͢","combining double rightwards arrow below"
"u/363","ͣ","combining latin small letter a"
"u/364","ͤ","combining latin small letter e"
"u/365","ͥ","combining latin small letter i"
"u/366","ͦ","combining latin small letter o"
"u/367","ͧ","combining latin small letter u"
"u/368","ͨ","combining latin small letter c"
"u/369","ͩ","combining latin small letter d"
"u/36a","ͪ","combining latin small letter h"
"u/36b","ͫ","combining latin small letter m"
"u/36c","ͬ","combining latin small letter r"
"u/36d","ͭ","combining latin small letter t"
"u/36e","ͮ","combining latin small letter v"
"u/36f","ͯ","combining latin small letter x"
"u/370","Ͱ","greek capital letter heta"
"u/371","ͱ","greek small letter heta"
"u/372","Ͳ","greek capital letter archaic sampi"
"u/373","ͳ","greek small letter archaic sampi"
"u/374","ʹ","greek numeral sign"
"u/375","͵","greek lower numeral sign"
"u/376","Ͷ","greek capital letter pamphylian digamma"
"u/377","ͷ","greek small letter pamphylian digamma"
"u/37a","ͺ","greek ypogegrammeni"
"u/37b","ͻ","greek small reversed lunate sigma symbol"
"u/37c","ͼ","greek small dotted lunate sigma symbol"
"u/37d","ͽ","greek small reversed dotted lunate sigma symbol"
"u/37e",";","greek question mark"
"u/37f","Ϳ","greek capital letter yot"
"u/384","΄","greek tonos"
"u/385","΅","greek dialytika tonos"
"u/386","Ά","greek capital letter alpha with tonos"
"u/387","·","greek ano teleia"
"u/388","Έ","greek capital letter epsilon with tonos"
"u/389","Ή","greek capital letter eta with tonos"
"u/38a","Ί","greek capital letter iota with tonos"
"u/38c","Ό","greek capital letter omicron with tonos"
"u/38e","Ύ","greek capital letter upsilon with tonos"
"u/38f","Ώ","greek capital letter omega with tonos"
"u/390","ΐ","greek small letter iota with dialytika and tonos"
"u/391","Α","greek capital letter alpha"
"u/392","Β","greek capital letter beta"
"u/393","Γ","greek capital letter gamma"
"u/394","Δ","greek capital letter delta"
"u/395","Ε","greek capital letter epsilon"
"u/396","Ζ","greek capital letter zeta"
"u/397","Η","greek capital letter eta"
"u/398","Θ","greek capital letter theta"
"u/399","Ι","greek capital letter iota"
"u/39a","Κ","greek capital letter kappa"
"u/39b","Λ","greek capital letter lamda"
"u/39c","Μ","greek capital letter mu"
"u/39d","Ν","greek capital letter nu"
"u/39e","Ξ","greek capital letter xi"
"u/39f","Ο","greek capital letter omicron"
"u/3a0","Π","greek capital letter pi"
"u/3a1","Ρ","greek capital letter rho"
"u/3a3","Σ","greek capital letter sigma"
"u/3a4","Τ","greek capital letter tau"
"u/3a5","Υ","greek capital letter upsilon"
"u/3a6","Φ","greek capital letter phi"
"u/3a7","Χ","greek capital letter chi"
"u/3a8","Ψ","greek capital letter psi"
"u/3a9","Ω","greek capital letter omega"
"u/3aa","Ϊ","greek capital letter iota with dialytika"
"u/3ab","Ϋ","greek capital letter upsilon with dialytika"
"u/3ac","ά","greek small letter alpha with tonos"
"u/3ad","έ","greek small letter epsilon with tonos"
"u/3ae","ή","greek small letter eta with tonos"
"u/3af","ί","greek small letter iota with tonos"
"u/3b0","ΰ","greek small letter upsilon with dialytika and tonos"
"u/3b1","α","greek small letter alpha"
"u/3b2","β","greek small letter beta"
"u/3b3","γ","greek small letter gamma"
"u/3b4","δ","greek small letter delta"
"u/3b5","ε","greek small letter epsilon"
"u/3b6","ζ","greek small letter zeta"
"u/3b7","η","greek small letter eta"
"u/3b8","θ","greek small letter theta"
"u/3b9","ι","greek small letter iota"
"u/3ba","κ","greek small letter kappa"
"u/3bb","λ","greek small letter lamda"
"u/3bc","μ","greek small letter mu"
"u/3bd","ν","greek small letter nu"
"u/3be","ξ","greek small letter xi"
"u/3bf","ο","greek small letter omicron"
"u/3c0","π","greek small letter pi"
"u/3c1","ρ","greek small letter rho"
"u/3c2","ς","greek small letter final sigma"
"u/3c3","σ","greek small letter sigma"
"u/3c4","τ","greek small letter tau"
"u/3c5","υ","greek small letter upsilon"
"u/3c6","φ","greek small letter phi"
"u/3c7","χ","greek small letter chi"
"u/3c8","ψ","greek small letter psi"
"u/3c9","ω","greek small letter omega"
"u/3ca","ϊ","greek small letter iota with dialytika"
"u/3cb","ϋ","greek small letter upsilon with dialytika"
"u/3cc","ό","greek small letter omicron with tonos"
"u/3cd","ύ","greek small letter upsilon with tonos"
"u/3ce","ώ","greek small letter omega with tonos"
"u/3cf","Ϗ","greek capital kai symbol"
"u/3d0","ϐ","greek beta symbol"
"u/3d1","ϑ","greek theta symbol"
"u/3d2","ϒ","greek upsilon with hook symbol"
"u/3d3","ϓ","greek upsilon with acute and hook symbol"
"u/3d4","ϔ","greek upsilon with diaeresis and hook symbol"
"u/3d5","ϕ","greek phi symbol"
"u/3d6","ϖ","greek pi symbol"
"u/3d7","ϗ","greek kai symbol"
"u/3d8","Ϙ","greek letter archaic koppa"
"u/3d9","ϙ","greek small letter archaic koppa"
"u/3da","Ϛ","greek letter stigma"
"u/3db","ϛ","greek small letter stigma"
"u/3dc","Ϝ","greek letter digamma"
"u/3dd","ϝ","greek small letter digamma"
"u/3de","Ϟ","greek letter koppa"
"u/3df","ϟ","greek small letter koppa"
"u/3e0","Ϡ","greek letter sampi"
"u/3e1","ϡ","greek small letter sampi"
"u/3e2","Ϣ","coptic capital letter shei"
"u/3e3","ϣ","coptic small letter shei"
"u/3e4","Ϥ","coptic capital letter fei"
"u/3e5","ϥ","coptic small letter fei"
"u/3e6","Ϧ","coptic capital letter khei"
"u/3e7","ϧ","coptic small letter khei"
"u/3e8","Ϩ","coptic capital letter hori"
"u/3e9","ϩ","coptic small letter hori"
"u/3ea","Ϫ","coptic capital letter gangia"
"u/3eb","ϫ","coptic small letter gangia"
"u/3ec","Ϭ","coptic capital letter shima"
"u/3ed","ϭ","coptic small letter shima"
"u/3ee","Ϯ","coptic capital letter dei"
"u/3ef","ϯ","coptic small letter dei"
"u/3f0","ϰ","greek kappa symbol"
"u/3f1","ϱ","greek rho symbol"
"u/3f2","ϲ","greek lunate sigma symbol"
"u/3f3","ϳ","greek letter yot"
"u/3f4","ϴ","greek capital theta symbol"
"u/3f5","ϵ","greek lunate epsilon symbol"
"u/3f6","϶","greek reversed lunate epsilon symbol"
"u/3f7","Ϸ","greek capital letter sho"
"u/3f8","ϸ","greek small letter sho"
"u/3f9","Ϲ","greek capital lunate sigma symbol"
"u/3fa","Ϻ","greek capital letter san"
"u/3fb","ϻ","greek small letter san"
"u/3fc","ϼ","greek rho with stroke symbol"
"u/3fd","Ͻ","greek capital reversed lunate sigma symbol"
"u/3fe","Ͼ","greek capital dotted lunate sigma symbol"
"u/3ff","Ͽ","greek capital reversed dotted lunate sigma symbol"
"u/400","Ѐ","cyrillic capital letter ie with grave"
"u/401","Ё","cyrillic capital letter io"
"u/402","Ђ","cyrillic capital letter dje"
"u/403","Ѓ","cyrillic capital letter gje"
"u/404","Є","cyrillic capital letter ukrainian ie"
"u/405","Ѕ","cyrillic capital letter dze"
"u/406","І","cyrillic capital letter byelorussian-ukrainian i"
"u/407","Ї","cyrillic capital letter yi"
"u/408","Ј","cyrillic capital letter je"
"u/409","Љ","cyrillic capital letter lje"
"u/40a","Њ","cyrillic capital letter nje"
"u/40b","Ћ","cyrillic capital letter tshe"
"u/40c","Ќ","cyrillic capital letter kje"
"u/40d","Ѝ","cyrillic capital letter i with grave"
"u/40e","Ў","cyrillic capital letter short u"
"u/40f","Џ","cyrillic capital letter dzhe"
"u/410","А","cyrillic capital letter a"
"u/411","Б","cyrillic capital letter be"
"u/412","В","cyrillic capital letter ve"
"u/413","Г","cyrillic capital letter ghe"
"u/414","Д","cyrillic capital letter de"
"u/415","Е","cyrillic capital letter ie"
"u/416","Ж","cyrillic capital letter zhe"
"u/417","З","cyrillic capital letter ze"
"u/418","И","cyrillic capital letter i"
"u/419","Й","cyrillic capital letter short i"
"u/41a","К","cyrillic capital letter ka"
"u/41b","Л","cyrillic capital letter el"
"u/41c","М","cyrillic capital letter em"
"u/41d","Н","cyrillic capital letter en"
"u/41e","О","cyrillic capital letter o"
"u/41f","П","cyrillic capital letter pe"
"u/420","Р","cyrillic capital letter er"
"u/421","С","cyrillic capital letter es"
"u/422","Т","cyrillic capital letter te"
"u/423","У","cyrillic capital letter u"
"u/424","Ф","cyrillic capital letter ef"
"u/425","Х","cyrillic capital letter ha"
"u/426","Ц","cyrillic capital letter tse"
"u/427","Ч","cyrillic capital letter che"
