"cid_hex","glyph","uname"
"u/30b1","ケ","katakana letter ke"
"u/30b2","ゲ","katakana letter ge"
"u/30b3","コ","katakana letter ko"
"u/30b4","ゴ","katakana letter go"
"u/30b5","サ","katakana letter sa"
"u/30b6","ザ","katakana letter za"
"u/30b7","シ","katakana letter si"
"u/30b8","ジ","katakana letter zi"
"u/30b9","ス","katakana letter su"
"u/30ba","ズ","katakana letter zu"
"u/30bb","セ","katakana letter se"
"u/30bc","ゼ","katakana letter ze"
"u/30bd","ソ","katakana letter so"
"u/30be","ゾ","katakana letter zo"
"u/30bf","タ","katakana letter ta"
"u/30c0","ダ","katakana letter da"
"u/30c1","チ","katakana letter ti"
"u/30c2","ヂ","katakana letter di"
"u/30c3","ッ","katakana letter small tu"
"u/30c4","ツ","katakana letter tu"
"u/30c5","ヅ","katakana letter du"
"u/30c6","テ","katakana letter te"
"u/30c7","デ","katakana letter de"
"u/30c8","ト","katakana letter to"
"u/30c9","ド","katakana letter do"
"u/30ca","ナ","katakana letter na"
"u/30cb","ニ","katakana letter ni"
"u/30cc","ヌ","katakana letter nu"
"u/30cd","ネ","katakana letter ne"
"u/30ce","ノ","katakana letter no"
"u/30cf","ハ","katakana letter ha"
"u/30d0","バ","katakana letter ba"
"u/30d1","パ","katakana letter pa"
"u/30d2","ヒ","katakana letter hi"
"u/30d3","ビ","katakana letter bi"
"u/30d4","ピ","katakana letter pi"
"u/30d5","フ","katakana letter hu"
"u/30d6","ブ","katakana letter bu"
"u/30d7","プ","katakana letter pu"
"u/30d8","ヘ","katakana letter he"
"u/30d9","ベ","katakana letter be"
"u/30da","ペ","katakana letter pe"
"u/30db","ホ","katakana letter ho"
"u/30dc","ボ","katakana letter bo"
"u/30dd","ポ","katakana letter po"
"u/30de","マ","katakana letter ma"
"u/30df","ミ","katakana letter mi"
"u/30e0","ム","katakana letter mu"
"u/30e1","メ","katakana letter me"
"u/30e2","モ","katakana letter mo"
"u/30e3","ャ","katakana letter small ya"
"u/30e4","ヤ","katakana letter ya"
"u/30e5","ュ","katakana letter small yu"
"u/30e6","ユ","katakana letter yu"
"u/30e7","ョ","katakana letter small yo"
"u/30e8","ヨ","katakana letter yo"
"u/30e9","ラ","katakana letter ra"
"u/30ea","リ","katakana letter ri"
"u/30eb","ル","katakana letter ru"
"u/30ec","レ","katakana letter re"
"u/30ed","ロ","katakana letter ro"
"u/30ee","ヮ","katakana letter small wa"
"u/30ef","ワ","katakana letter wa"
"u/30f0","ヰ","katakana letter wi"
"u/30f1","ヱ","katakana letter we"
"u/30f2","ヲ","katakana letter wo"
"u/30f3","ン","katakana letter n"
"u/30f4","ヴ","katakana letter vu"
"u/30f5","ヵ","katakana letter small ka"
"u/30f6","ヶ","katakana letter small ke"
"u/30f7","ヷ","katakana letter va"
"u/30f8","ヸ","katakana letter vi"
"u/30f9","ヹ","katakana letter ve"
"u/30fa","ヺ","katakana letter vo"
"u/30fb","・","katakana middle dot"
"u/30fc","ー","katakana-hiragana prolonged sound mark"
"u/30fd","ヽ","katakana iteration mark"
"u/30fe","ヾ","katakana voiced iteration mark"
"u/30ff","ヿ","katakana digraph koto"
"u/3105","ㄅ","bopomofo letter b"
"u/3106","ㄆ","bopomofo letter p"
"u/3107","ㄇ","bopomofo letter m"
"u/3108","ㄈ","bopomofo letter f"
"u/3109","ㄉ","bopomofo letter d"
"u/310a","ㄊ","bopomofo letter t"
"u/310b","ㄋ","bopomofo letter n"
"u/310c","ㄌ","bopomofo letter l"
"u/310d","ㄍ","bopomofo letter g"
"u/310e","ㄎ","bopomofo letter k"
"u/310f","ㄏ","bopomofo letter h"
"u/3110","ㄐ","bopomofo letter j"
"u/3111","ㄑ","bopomofo letter q"
"u/3112","ㄒ","bopomofo letter x"
"u/3113","ㄓ","bopomofo letter zh"
"u/3114","ㄔ","bopomofo letter ch"
"u/3115","ㄕ","bopomofo letter sh"
"u/3116","ㄖ","bopomofo letter r"
"u/3117","ㄗ","bopomofo letter z"
"u/3118","ㄘ","bopomofo letter c"
"u/3119","ㄙ","bopomofo letter s"
"u/311a","ㄚ","bopomofo letter a"
"u/311b","ㄛ","bopomofo letter o"
"u/311c","ㄜ","bopomofo letter e"
"u/311d","ㄝ","bopomofo letter eh"
"u/311e","ㄞ","bopomofo letter ai"
"u/311f","ㄟ","bopomofo letter ei"
"u/3120","ㄠ","bopomofo letter au"
"u/3121","ㄡ","bopomofo letter ou"
"u/3122","ㄢ","bopomofo letter an"
"u/3123","ㄣ","bopomofo letter en"
"u/3124","ㄤ","bopomofo letter ang"
"u/3125","ㄥ","bopomofo letter eng"
"u/3126","ㄦ","bopomofo letter er"
"u/3127","ㄧ","bopomofo letter i"
"u/3128","ㄨ","bopomofo letter u"
"u/3129","ㄩ","bopomofo letter iu"
"u/312a","ㄪ","bopomofo letter v"
"u/312b","ㄫ","bopomofo letter ng"
"u/312c","ㄬ","bopomofo letter gn"
"u/312d","ㄭ","bopomofo letter ih"
"u/3131","ㄱ","hangul letter kiyeok"
"u/3132","ㄲ","hangul letter ssangkiyeok"
"u/3133","ㄳ","hangul letter kiyeok-sios"
"u/3134","ㄴ","hangul letter nieun"
"u/3135","ㄵ","hangul letter nieun-cieuc"
"u/3136","ㄶ","hangul letter nieun-hieuh"
"u/3137","ㄷ","hangul letter tikeut"
"u/3138","ㄸ","hangul letter ssangtikeut"
"u/3139","ㄹ","hangul letter rieul"
"u/313a","ㄺ","hangul letter rieul-kiyeok"
"u/313b","ㄻ","hangul letter rieul-mieum"
"u/313c","ㄼ","hangul letter rieul-pieup"
"u/313d","ㄽ","hangul letter rieul-sios"
"u/313e","ㄾ","hangul letter rieul-thieuth"
"u/313f","ㄿ","hangul letter rieul-phieuph"
"u/3140","ㅀ","hangul letter rieul-hieuh"
"u/3141","ㅁ","hangul letter mieum"
"u/3142","ㅂ","hangul letter pieup"
"u/3143","ㅃ","hangul letter ssangpieup"
"u/3144","ㅄ","hangul letter pieup-sios"
"u/3145","ㅅ","hangul letter sios"
"u/3146","ㅆ","hangul letter ssangsios"
"u/3147","ㅇ","hangul letter ieung"
"u/3148","ㅈ","hangul letter cieuc"
"u/3149","ㅉ","hangul letter ssangcieuc"
"u/314a","ㅊ","hangul letter chieuch"
"u/314b","ㅋ","hangul letter khieukh"
"u/314c","ㅌ","hangul letter thieuth"
"u/314d","ㅍ","hangul letter phieuph"
"u/314e","ㅎ","hangul letter hieuh"
"u/314f","ㅏ","hangul letter a"
"u/3150","ㅐ","hangul letter ae"
"u/3151","ㅑ","hangul letter ya"
"u/3152","ㅒ","hangul letter yae"
"u/3153","ㅓ","hangul letter eo"
"u/3154","ㅔ","hangul letter e"
"u/3155","ㅕ","hangul letter yeo"
"u/3156","ㅖ","hangul letter ye"
"u/3157","ㅗ","hangul letter o"
"u/3158","ㅘ","hangul letter wa"
"u/3159","ㅙ","hangul letter wae"
"u/315a","ㅚ","hangul letter oe"
"u/315b","ㅛ","hangul letter yo"
"u/315c","ㅜ","hangul letter u"
"u/315d","ㅝ","hangul letter weo"
"u/315e","ㅞ","hangul letter we"
"u/315f","ㅟ","hangul letter wi"
"u/3160","ㅠ","hangul letter yu"
"u/3161","ㅡ","hangul letter eu"
"u/3162","ㅢ","hangul letter yi"
"u/3163","ㅣ","hangul letter i"
"u/3164","ㅤ","hangul filler"
"u/3165","ㅥ","hangul letter ssangnieun"
"u/3166","ㅦ","hangul letter nieun-tikeut"
"u/3167","ㅧ","hangul letter nieun-sios"
"u/3168","ㅨ","hangul letter nieun-pansios"
"u/3169","ㅩ","hangul letter rieul-kiyeok-sios"
"u/316a","ㅪ","hangul letter rieul-tikeut"
"u/316b","ㅫ","hangul letter rieul-pieup-sios"
"u/316c","ㅬ","hangul letter rieul-pansios"
"u/316d","ㅭ","hangul letter rieul-yeorinhieuh"
"u/316e","ㅮ","hangul letter mieum-pieup"
"u/316f","ㅯ","hangul letter mieum-sios"
"u/3170","ㅰ","hangul letter mieum-pansios"
"u/3171","ㅱ","hangul letter kapyeounmieum"
"u/3172","ㅲ","hangul letter pieup-kiyeok"
"u/3173","ㅳ","hangul letter pieup-tikeut"
"u/3174","ㅴ","hangul letter pieup-sios-kiyeok"
"u/3175","ㅵ","hangul letter pieup-sios-tikeut"
"u/3176","ㅶ","hangul letter pieup-cieuc"
"u/3177","ㅷ","hangul letter pieup-thieuth"
"u/3178","ㅸ","hangul letter kapyeounpieup"
"u/3179","ㅹ","hangul letter kapyeounssangpieup"
"u/317a","ㅺ","hangul letter sios-kiyeok"
"u/317b","ㅻ","hangul letter sios-nieun"
"u/317c","ㅼ","hangul letter sios-tikeut"
"u/317d","ㅽ","hangul letter sios-pieup"
"u/317e","ㅾ","hangul letter sios-cieuc"
"u/317f","ㅿ","hangul letter pansios"
"u/3180","ㆀ","hangul letter ssangieung"
"u/3181","ㆁ","hangul letter yesieung"
"u/3182","ㆂ","hangul letter yesieung-sios"
"u/3183","ㆃ","hangul letter yesieung-pansios"
"u/3184","ㆄ","hangul letter kapyeounphieuph"
"u/3185","ㆅ","hangul letter ssanghieuh"
"u/3186","ㆆ","hangul letter yeorinhieuh"
"u/3187","ㆇ","hangul letter yo-ya"
"u/3188","ㆈ","hangul letter yo-yae"
"u/3189","ㆉ","hangul letter yo-i"
"u/318a","ㆊ","hangul letter yu-yeo"
"u/318b","ㆋ","hangul letter yu-ye"
"u/318c","ㆌ","hangul letter yu-i"
"u/318d","ㆍ","hangul letter araea"
"u/318e","ㆎ","hangul letter araeae"
"u/3190","㆐","ideographic annotation linking mark"
"u/3191","㆑","ideographic annotation reverse mark"
"u/3192","㆒","ideographic annotation one mark"
"u/3193","㆓","ideographic annotation two mark"
"u/3194","㆔","ideographic annotation three mark"
"u/3195","㆕","ideographic annotation four mark"
"u/3196","㆖","ideographic annotation top mark"
"u/3197","㆗","ideographic annotation middle mark"
"u/3198","㆘","ideographic annotation bottom mark"
"u/3199","㆙","ideographic annotation first mark"
"u/319a","㆚","ideographic annotation second mark"
"u/319b","㆛","ideographic annotation third mark"
"u/319c","㆜","ideographic annotation fourth mark"
"u/319d","㆝","ideographic annotation heaven mark"
"u/319e","㆞","ideographic annotation earth mark"
"u/319f","㆟","ideographic annotation man mark"
"u/31a0","ㆠ","bopomofo letter bu"
"u/31a1","ㆡ","bopomofo letter zi"
"u/31a2","ㆢ","bopomofo letter ji"
"u/31a3","ㆣ","bopomofo letter gu"
"u/31a4","ㆤ","bopomofo letter ee"
"u/31a5","ㆥ","bopomofo letter enn"
"u/31a6","ㆦ","bopomofo letter oo"
"u/31a7","ㆧ","bopomofo letter onn"
"u/31a8","ㆨ","bopomofo letter ir"
"u/31a9","ㆩ","bopomofo letter ann"
"u/31aa","ㆪ","bopomofo letter inn"
"u/31ab","ㆫ","bopomofo letter unn"
"u/31ac","ㆬ","bopomofo letter im"
"u/31ad","ㆭ","bopomofo letter ngg"
"u/31ae","ㆮ","bopomofo letter ainn"
"u/31af","ㆯ","bopomofo letter aunn"
"u/31b0","ㆰ","bopomofo letter am"
"u/31b1","ㆱ","bopomofo letter om"
"u/31b2","ㆲ","bopomofo letter ong"
"u/31b3","ㆳ","bopomofo letter innn"
"u/31b4","ㆴ","bopomofo final letter p"
"u/31b5","ㆵ","bopomofo final letter t"
"u/31b6","ㆶ","bopomofo final letter k"
"u/31b7","ㆷ","bopomofo final letter h"
"u/31b8","ㆸ","bopomofo letter gh"
"u/31b9","ㆹ","bopomofo letter lh"
"u/31ba","ㆺ","bopomofo letter zy"
"u/31c0","㇀","cjk stroke t"
"u/31c1","㇁","cjk stroke wg"
"u/31c2","㇂","cjk stroke xg"
"u/31c3","㇃","cjk stroke bxg"
"u/31c4","㇄","cjk stroke sw"
"u/31c5","㇅","cjk stroke hzz"
"u/31c6","㇆","cjk stroke hzg"
"u/31c7","㇇","cjk stroke hp"
"u/31c8","㇈","cjk stroke hzwg"
"u/31c9","㇉","cjk stroke szwg"
"u/31ca","㇊","cjk stroke hzt"
"u/31cb","㇋","cjk stroke hzzp"
"u/31cc","㇌","cjk stroke hpwg"
"u/31cd","㇍","cjk stroke hzw"
"u/31ce","㇎","cjk stroke hzzz"
"u/31cf","㇏","cjk stroke n"
"u/31d0","㇐","cjk stroke h"
"u/31d1","㇑","cjk stroke s"
"u/31d2","㇒","cjk stroke p"
"u/31d3","㇓","cjk stroke sp"
"u/31d4","㇔","cjk stroke d"
"u/31d5","㇕","cjk stroke hz"
"u/31d6","㇖","cjk stroke hg"
"u/31d7","㇗","cjk stroke sz"
"u/31d8","㇘","cjk stroke swz"
"u/31d9","㇙","cjk stroke st"
"u/31da","㇚","cjk stroke sg"
"u/31db","㇛","cjk stroke pd"
"u/31dc","㇜","cjk stroke pz"
"u/31dd","㇝","cjk stroke tn"
"u/31de","㇞","cjk stroke szz"
"u/31df","㇟","cjk stroke swg"
"u/31e0","㇠","cjk stroke hxwg"
"u/31e1","㇡","cjk stroke hzzzg"
"u/31e2","㇢","cjk stroke pg"
"u/31e3","㇣","cjk stroke q"
"u/31f0","ㇰ","katakana letter small ku"
"u/31f1","ㇱ","katakana letter small si"
"u/31f2","ㇲ","katakana letter small su"
"u/31f3","ㇳ","katakana letter small to"
"u/31f4","ㇴ","katakana letter small nu"
"u/31f5","ㇵ","katakana letter small ha"
"u/31f6","ㇶ","katakana letter small hi"
"u/31f7","ㇷ","katakana letter small hu"
"u/31f8","ㇸ","katakana letter small he"
"u/31f9","ㇹ","katakana letter small ho"
"u/31fa","ㇺ","katakana letter small mu"
"u/31fb","ㇻ","katakana letter small ra"
"u/31fc","ㇼ","katakana letter small ri"
"u/31fd","ㇽ","katakana letter small ru"
"u/31fe","ㇾ","katakana letter small re"
"u/31ff","ㇿ","katakana letter small ro"
"u/3200","㈀","parenthesized hangul kiyeok"
"u/3201","㈁","parenthesized hangul nieun"
"u/3202","㈂","parenthesized hangul tikeut"
"u/3203","㈃","parenthesized hangul rieul"
"u/3204","㈄","parenthesized hangul mieum"
"u/3205","㈅","parenthesized hangul pieup"
"u/3206","㈆","parenthesized hangul sios"
"u/3207","㈇","parenthesized hangul ieung"
"u/3208","㈈","parenthesized hangul cieuc"
"u/3209","㈉","parenthesized hangul chieuch"
"u/320a","㈊","parenthesized hangul khieukh"
"u/320b","㈋","parenthesized hangul thieuth"
"u/320c","㈌","parenthesized hangul phieuph"
"u/320d","㈍","parenthesized hangul hieuh"
"u/320e","㈎","parenthesized hangul kiyeok a"
"u/320f","㈏","parenthesized hangul nieun a"
"u/3210","㈐","parenthesized hangul tikeut a"
"u/3211","㈑","parenthesized hangul rieul a"
"u/3212","㈒","parenthesized hangul mieum a"
"u/3213","㈓","parenthesized hangul pieup a"
"u/3214","㈔","parenthesized hangul sios a"
"u/3215","㈕","parenthesized hangul ieung a"
"u/3216","㈖","parenthesized hangul cieuc a"
"u/3217","㈗","parenthesized hangul chieuch a"
"u/3218","㈘","parenthesized hangul khieukh a"
"u/3219","㈙","parenthesized hangul thieuth a"
"u/321a","㈚","parenthesized hangul phieuph a"
"u/321b","㈛","parenthesized hangul hieuh a"
"u/321c","㈜","parenthesized hangul cieuc u"
"u/321d","㈝","parenthesized korean character ojeon"
"u/321e","㈞","parenthesized korean character o hu"
"u/3220","㈠","parenthesized ideograph one"
"u/3221","㈡","parenthesized ideograph two"
"u/3222","㈢","parenthesized ideograph three"
"u/3223","㈣","parenthesized ideograph four"
"u/3224","㈤","parenthesized ideograph five"
"u/3225","㈥","parenthesized ideograph six"
"u/3226","㈦","parenthesized ideograph seven"
"u/3227","㈧","parenthesized ideograph eight"
"u/3228","㈨","parenthesized ideograph nine"
"u/3229","㈩","parenthesized ideograph ten"
"u/322a","㈪","parenthesized ideograph moon"
"u/322b","㈫","parenthesized ideograph fire"
"u/322c","㈬","parenthesized ideograph water"
"u/322d","㈭","parenthesized ideograph wood"
"u/322e","㈮","parenthesized ideograph metal"
"u/322f","㈯","parenthesized ideograph earth"
"u/3230","㈰","parenthesized ideograph sun"
"u/3231","㈱","parenthesized ideograph stock"
"u/3232","㈲","parenthesized ideograph have"
"u/3233","㈳","parenthesized ideograph society"
"u/3234","㈴","parenthesized ideograph name"
"u/3235","㈵","parenthesized ideograph special"
"u/3236","㈶","parenthesized ideograph financial"
"u/3237","㈷","parenthesized ideograph congratulation"
"u/3238","㈸","parenthesized ideograph labor"
"u/3239","㈹","parenthesized ideograph represent"
"u/323a","㈺","parenthesized ideograph call"
"u/323b","㈻","parenthesized ideograph study"
"u/323c","㈼","parenthesized ideograph supervise"
"u/323d","㈽","parenthesized ideograph enterprise"
"u/323e","㈾","parenthesized ideograph resource"
"u/323f","㈿","parenthesized ideograph alliance"
"u/3240","㉀","parenthesized ideograph festival"
"u/3241","㉁","parenthesized ideograph rest"
"u/3242","㉂","parenthesized ideograph self"
"u/3243","㉃","parenthesized ideograph reach"
"u/3244","㉄","circled ideograph question"
"u/3245","㉅","circled ideograph kindergarten"
"u/3246","㉆","circled ideograph school"
"u/3247","㉇","circled ideograph koto"
"u/3248","㉈","circled number ten on black square"
"u/3249","㉉","circled number twenty on black square"
"u/324a","㉊","circled number thirty on black square"
"u/324b","㉋","circled number forty on black square"
"u/324c","㉌","circled number fifty on black square"
"u/324d","㉍","circled number sixty on black square"
"u/324e","㉎","circled number seventy on black square"
"u/324f","㉏","circled number eighty on black square"
"u/3250","㉐","partnership sign"
"u/3251","㉑","circled number twenty one"
"u/3252","㉒","circled number twenty two"
"u/3253","㉓","circled number twenty three"
"u/3254","㉔","circled number twenty four"
"u/3255","㉕","circled number twenty five"
"u/3256","㉖","circled number twenty six"
"u/3257","㉗","circled number twenty seven"
"u/3258","㉘","circled number twenty eight"
"u/3259","㉙","circled number twenty nine"
"u/325a","㉚","circled number thirty"
"u/325b","㉛","circled number thirty one"
"u/325c","㉜","circled number thirty two"
"u/325d","㉝","circled number thirty three"
"u/325e","㉞","circled number thirty four"
"u/325f","㉟","circled number thirty five"
"u/3260","㉠","circled hangul kiyeok"
"u/3261","㉡","circled hangul nieun"
"u/3262","㉢","circled hangul tikeut"
"u/3263","㉣","circled hangul rieul"
"u/3264","㉤","circled hangul mieum"
"u/3265","㉥","circled hangul pieup"
"u/3266","㉦","circled hangul sios"
"u/3267","㉧","circled hangul ieung"
"u/3268","㉨","circled hangul cieuc"
"u/3269","㉩","circled hangul chieuch"
"u/326a","㉪","circled hangul khieukh"
"u/326b","㉫","circled hangul thieuth"
"u/326c","㉬","circled hangul phieuph"
"u/326d","㉭","circled hangul hieuh"
"u/326e","㉮","circled hangul kiyeok a"
"u/326f","㉯","circled hangul nieun a"
"u/3270","㉰","circled hangul tikeut a"
"u/3271","㉱","circled hangul rieul a"
"u/3272","㉲","circled hangul mieum a"
"u/3273","㉳","circled hangul pieup a"
"u/3274","㉴","circled hangul sios a"
"u/3275","㉵","circled hangul ieung a"
"u/3276","㉶","circled hangul cieuc a"
"u/3277","㉷","circled hangul chieuch a"
"u/3278","㉸","circled hangul khieukh a"
"u/3279","㉹","circled hangul thieuth a"
"u/327a","㉺","circled hangul phieuph a"
"u/327b","㉻","circled hangul hieuh a"
"u/327c","㉼","circled korean character chamko"
"u/327d","㉽","circled korean character jueui"
"u/327e","㉾","circled hangul ieung u"
"u/327f","㉿","korean standard symbol"
"u/3280","㊀","circled ideograph one"
"u/3281","㊁","circled ideograph two"
"u/3282","㊂","circled ideograph three"
"u/3283","㊃","circled ideograph four"
"u/3284","㊄","circled ideograph five"
"u/3285","㊅","circled ideograph six"
"u/3286","㊆","circled ideograph seven"
"u/3287","㊇","circled ideograph eight"
"u/3288","㊈","circled ideograph nine"
"u/3289","㊉","circled ideograph ten"
"u/328a","㊊","circled ideograph moon"
"u/328b","㊋","circled ideograph fire"
"u/328c","㊌","circled ideograph water"
"u/328d","㊍","circled ideograph wood"
"u/328e","㊎","circled ideograph metal"
"u/328f","㊏","circled ideograph earth"
"u/3290","㊐","circled ideograph sun"
"u/3291","㊑","circled ideograph stock"
"u/3292","㊒","circled ideograph have"
"u/3293","㊓","circled ideograph society"
"u/3294","㊔","circled ideograph name"
"u/3295","㊕","circled ideograph special"
"u/3296","㊖","circled ideograph financial"
"u/3297","㊗","circled ideograph congratulation"
"u/3298","㊘","circled ideograph labor"
"u/3299","㊙","circled ideograph secret"
"u/329a","㊚","circled ideograph male"
"u/329b","㊛","circled ideograph female"
"u/329c","㊜","circled ideograph suitable"
"u/329d","㊝","circled ideograph excellent"
"u/329e","㊞","circled ideograph print"
"u/329f","㊟","circled ideograph attention"
"u/32a0","㊠","circled ideograph item"
"u/32a1","㊡","circled ideograph rest"
"u/32a2","㊢","circled ideograph copy"
"u/32a3","㊣","circled ideograph correct"
"u/32a4","㊤","circled ideograph high"
"u/32a5","㊥","circled ideograph centre"
