iclabel,glyph,strokeorder,strokecount
A:uc0---:005066:偦,偦,32521342511,11
A:uc0---:005067:偧,偧,32134354354,11
A:uc0---:005068:偨,偨,322121351234,12
A:uc0---:005069:偩,偩,32352511134,11
A:uc0---:00506a:偪,偪,32125125121,11
A:uc0---:00506b:偫,偫,32332121124,11
A:uc0---:00506c:偬,偬,32353344544,11
A:uc0---:00506d:偭,偭,32132522111,11
A:uc0---:00506e:偮,偮,32251122111,11
A:uc0---:00506f:偯,偯,32412513534,11
A:uc0---:005070:偰,偰,32111253134,11
A:uc0---:005071:偱,偱,32331225111,11
A:uc0---:005072:偲,偲,32251214544,11
A:uc0---:005073:偳,偳,32252132522,11
A:uc0---:005074:側,側,32251113422,11
A:uc0---:005075:偵,偵,32212511134,11
A:uc0---:005076:偶,偶,32251125214,11
A:uc0---:005077:偷,偷,32341251122,11
A:uc0---:005078:偸,偸,32341251155,11
A:uc0---:005079:偹,偹,32235425121,11
A:uc0---:00507a:偺,偺,32354242511,11
A:uc0---:00507b:偻,偻,32431234531,11
A:uc0---:00507c:偼,偼,32215112134,11
A:uc0---:00507d:偽,偽,32435554444,11
A:uc0---:00507e:偾,偾,32121222534,11
A:uc0---:00507f:偿,偿,32243451154,11
A:uc0---:005080:傀,傀,32325113554,11
A:uc0---:005081:傁,傁,32321511254,11
A:uc0---:005082:傂,傂,323321531535,12
A:uc0---:005083:傃,傃,321121554234,12
A:uc0---:005084:傄,傄,321344325111,12
A:uc0---:005085:傅,傅,321251124124,12
A:uc0---:005086:傆,傆,321332511234,12
A:uc0---:005087:傇,傇,32122122111,11
A:uc0---:005088:傈,傈,321252211234,12
A:uc0---:005089:傉,傉,321311534124,12
A:uc0---:00508a:傊,傊,322512511134,12
A:uc0---:00508b:傋,傋,321122125211,12
A:uc0---:00508c:傌,傌,321211254444,12
A:uc0---:00508d:傍,傍,324143454153,12
A:uc0---:00508e:傎,傎,321225111134,12
A:uc0---:00508f:傏,傏,324135112251,12
A:uc0---:005090:傐,傐,324125125251,12
A:uc0---:005091:傑,傑,323541521234,12
A:uc0---:005092:傒,傒,323443554134,12
A:uc0---:005093:傓,傓,324513541541,12
A:uc0---:005094:傔,傔,324315112234,12
A:uc0---:005095:傕,傕,324532411121,12
A:uc0---:005096:傖,傖,323445113251,12
A:uc0---:005097:傗,傗,324155425121,12
A:uc0---:005098:傘,傘,343434343412,12
A:uc0---:005099:備,備,321221325112,12
A:uc0---:00509a:傚,傚,324134343134,12
A:uc0---:00509b:傛,傛,324453434251,12
A:uc0---:00509c:傜,傜,323443311252,12
A:uc0---:00509d:傝,傝,322511541541,12
A:uc0---:00509e:傞,傞,32431113121,11
A:uc0---:00509f:傟,傟,323454541541,12
A:uc0---:0050a0:傠,傠,324111251124,12
A:uc0---:0050a1:傡,傡,324143141431,12
A:uc0---:0050a2:傢,傢,324451353334,12
A:uc0---:0050a3:傣,傣,321113424134,12
A:uc0---:0050a4:傤,傤,321211521534,12
A:uc0---:0050a5:傥,傥,322434525135,12
A:uc0---:0050a6:傦,傦,32255452511,11
A:uc0---:0050a7:傧,傧,324453212134,12
A:uc0---:0050a8:储,储,324512132511,12
A:uc0---:0050a9:傩,傩,325432411121,12
A:uc0---:0050aa:傪,傪,3254545434333,13
A:uc0---:0050ab:傫,傫,3225121554234,13
A:uc0---:0050ac:催,催,3225232411121,13
A:uc0---:0050ad:傭,傭,3241351125112,13
A:uc0---:0050ae:傮,傮,3212512212511,13
A:uc0---:0050af:傯,傯,3232535414544,13
A:uc0---:0050b0:傰,傰,3225235113511,13
A:uc0---:0050b1:傱,傱,3233234342134,13
A:uc0---:0050b2:傲,傲,321121533134,12
A:uc0---:0050b3:傳,傳,3212511214124,13
A:uc0---:0050b4:傴,傴,3212512512515,13
A:uc0---:0050b5:債,債,3211212511134,13
A:uc0---:0050b6:傶,傶,3213211234534,13
A:uc0---:0050b7:傷,傷,3231251113533,13
A:uc0---:0050b8:傸,傸,3213434343434,13
A:uc0---:0050b9:傹,傹,3241431251135,13
A:uc0---:0050ba:傺,傺,3235445411234,13
A:uc0---:0050bb:傻,傻,3232534134354,13
A:uc0---:0050bc:傼,傼,3212212511134,13
A:uc0---:0050bd:傽,傽,3241431251112,13
A:uc0---:0050be:傾,傾,3215132511134,13
A:uc0---:0050bf:傿,傿,3212121154444,13
A:uc0---:0050c0:僀,僀,3213221545252,13
A:uc0---:0050c1:僁,僁,3234312344544,13
A:uc0---:0050c2:僂,僂,3225112512531,13
A:uc0---:0050c3:僃,僃,321223525112,12
A:uc0---:0050c4:僄,僄,3212522111234,13
A:uc0---:0050c5:僅,僅,3212212511121,13
A:uc0---:0050c6:僆,僆,321251112454,12
A:uc0---:0050c7:僇,僇,3254154134333,13
A:uc0---:0050c8:僈,僈,3225112522154,13
A:uc0---:0050c9:僉,僉,3412512513434,13
A:uc0---:0050ca:僊,僊,32125221134515,14
A:uc0---:0050cb:僋,僋,3234452511134,13
A:uc0---:0050cc:僌,僌,3212511123134,13
A:uc0---:0050cd:働,働,3231251121153,13
A:uc0---:0050ce:僎,僎,32515515122134,14
A:uc0---:0050cf:像,像,3235251353334,13
A:uc0---:0050d0:僐,僐,32431112431251,14
A:uc0---:0050d1:僑,僑,32313425125251,14
A:uc0---:0050d2:僒,僒,32445345113251,14
A:uc0---:0050d3:僓,僓,32251212511134,14
A:uc0---:0050d4:僔,僔,32431253511124,14
A:uc0---:0050d5:僕,僕,32224314311134,14
A:uc0---:0050d6:僖,僖,32121251431251,14
A:uc0---:0050d7:僗,僗,32433443344553,14
A:uc0---:0050d8:僘,僘,32243252513134,14
A:uc0---:0050d9:僙,僙,3212212512134,13
A:uc0---:0050da:僚,僚,32134432511234,14
A:uc0---:0050db:僛,僛,32122111343534,14
A:uc0---:0050dc:僜,僜,32543341251431,14
A:uc0---:0050dd:僝,僝,32513521521521,14
A:uc0---:0050de:僞,僞,32344335554444,14
A:uc0---:0050df:僟,僟,32554554134534,14
A:uc0---:0050e0:僠,僠,32343123425121,14
A:uc0---:0050e1:僡,僡,32125112144544,14
A:uc0---:0050e2:僢,僢,32344345354152,14
A:uc0---:0050e3:僣,僣,32113411342511,14
A:uc0---:0050e4:僤,僤,32251251251112,14
A:uc0---:0050e5:僥,僥,32121121121135,14
A:uc0---:0050e6:僦,僦,32412512341354,14
A:uc0---:0050e7:僧,僧,32432524312511,14
A:uc0---:0050e8:僨,僨,32121222511134,14
A:uc0---:0050e9:僩,僩,32251125113511,14
A:uc0---:0050ea:僪,僪,32545232534251,14
A:uc0---:0050eb:僫,僫,32121551214544,14
A:uc0---:0050ec:僬,僬,32324111214444,14
A:uc0---:0050ed:僭,僭,32153515352511,14
A:uc0---:0050ee:僮,僮,32414312511211,14
A:uc0---:0050ef:僯,僯,32431234354152,14
A:uc0---:0050f0:僰,僰,12523412523434,14
A:uc0---:0050f1:僱,僱,32451332411121,14
A:uc0---:0050f2:僲,僲,32125221354152,14
A:uc0---:0050f3:僳,僳,32125221431234,14
A:uc0---:0050f4:僴,僴,32251125112511,14
A:uc0---:0050f5:僵,僵,321251211251211,15
A:uc0---:0050f6:僶,僶,322511251211511,15
A:uc0---:0050f7:僷,僷,32122122151234,14
A:uc0---:0050f8:僸,僸,321234123411234,15
A:uc0---:0050f9:價,價,321252212511134,15
A:uc0---:0050fa:僺,僺,322512512511234,15
A:uc0---:0050fb:僻,僻,325132514143112,15
A:uc0---:0050fc:僼,僼,322512211251431,15
A:uc0---:0050fd:僽,僽,323123443344544,15
A:uc0---:0050fe:僾,僾,323443454544354,15
A:uc0---:0050ff:僿,僿,324451122134121,15
A:uc0---:005100:儀,儀,324311213121534,15
A:uc0---:005101:儁,儁,32324111212525,14
A:uc0---:005102:儂,儂,322512211311534,15
A:uc0---:005103:儃,儃,324125151125111,15
A:uc0---:005104:億,億,324143125114544,15
A:uc0---:005105:儅,儅,322434525125121,15
A:uc0---:005106:儆,儆,32122352513134,14
A:uc0---:005107:儇,儇,322522112513534,15
A:uc0---:005108:儈,儈,323412524312511,15
A:uc0---:005109:儉,儉,323412512513434,15
A:uc0---:00510a:儊,儊,321234123452134,15
A:uc0---:00510b:儋,儋,323513344111251,15
A:uc0---:00510c:儌,儌,323251141533134,15
A:uc0---:00510d:儍,儍,323444445234354,15
A:uc0---:00510e:儎,儎,321211251112534,15
A:uc0---:00510f:儏,儏,322135454431234,15
A:uc0---:005110:儐,儐,3244512332511134,16
A:uc0---:005111:儑,儑,3225115545544444,16
A:uc0---:005112:儒,儒,3214521111132522,16
A:uc0---:005113:儓,儓,3212125145154121,16
A:uc0---:005114:儔,儔,3212151211251124,16
A:uc0---:005115:儕,儕,3241432533543112,16
A:uc0---:005116:儖,儖,3212512531425221,16
A:uc0---:005117:儗,儗,3235311345452134,16
A:uc0---:005118:儘,儘,3251121444425221,16
A:uc0---:005119:儙,儙,322512125151454,15
A:uc0---:00511a:儚,儚,321222522145354,15
A:uc0---:00511b:儛,儛,3231122221354152,16
A:uc0---:00511c:儜,儜,3244545442522112,16
A:uc0---:00511d:儝,儝,3243344334451234,16
A:uc0---:00511e:儞,儞,3213425234343434,16
A:uc0---:00511f:償,償,32243452512511134,17
A:uc0---:005120:儠,儠,32555253415445445,17
A:uc0---:005121:儡,儡,32251212512125121,17
A:uc0---:005122:儢,儢,32215315251214544,17
A:uc0---:005123:儣,儣,3241312212512134,16
A:uc0---:005124:儤,儤,32251112213424134,17
A:uc0---:005125:儥,儥,32121252212511134,17
A:uc0---:005126:儦,儦,32413522115354444,17
A:uc0---:005127:儧,儧,32113411342511134,17
A:uc0---:005128:儨,儨,32331233122511134,17
A:uc0---:005129:儩,儩,32251113425113533,17
A:uc0---:00512a:優,優,32132511454544354,17
A:uc0---:00512b:儫,儫,3241251451353334,16
A:uc0---:00512c:儬,儬,32112125112511135,17
A:uc0---:00512d:儭,儭,324143112342511135,18
A:uc0---:00512e:儮,儮,321331234312342121,18
A:uc0---:00512f:儯,儯,324311341211254444,18
A:uc0---:005130:儰,儰,32122344335554444,17
A:uc0---:005131:儱,儱,3241431251121515111,19
A:uc0---:005132:儲,儲,32411125112132511,17
A:uc0---:005133:儳,儳,3235251153535251354,19
A:uc0---:005134:儴,儴,3241251251112213534,19
A:uc0---:005135:儵,儵,322354254312114444,18
A:uc0---:005136:儶,儶,32252324111212534251,20
A:uc0---:005137:儷,儷,321254125441352211535,21
A:uc0---:005138:儸,儸,322522155444432411121,21
A:uc0---:005139:儹,儹,323121353121352511134,21
A:uc0---:00513a:儺,儺,321221251113432411121,21
A:uc0---:00513b:儻,儻,3224345251254312114444,22
A:uc0---:00513c:儼,儼,322512511351221113134,21
A:uc0---:00513d:儽,儽,32251212512125121554234,23
A:uc0---:00513e:儾,儾,321251245251251112213534,24
A:uc0---:00513f:儿,儿,35,2
A:uc0---:005140:兀,兀,135,3
A:uc0---:005141:允,允,5435,4
A:uc0---:005142:兂,兂,1535,4
A:uc0---:005143:元,元,1135,4
A:uc0---:005144:兄,兄,25135,5
A:uc0---:005145:充,充,415435,6
A:uc0---:005146:兆,兆,341534,6
A:uc0---:005147:兇,兇,345235,6
A:uc0---:005148:先,先,312135,6
A:uc0---:005149:光,光,243135,6
A:uc0---:00514a:兊,兊,345435,6
A:uc0---:00514b:克,克,1225135,7
A:uc0---:00514c:兌,兌,3425135,7
A:uc0---:00514d:免,免,3525135,7
A:uc0---:00514e:兎,兎,3251354,7
A:uc0---:00514f:兏,兏,1321135,7
A:uc0---:005150:児,児,2251135,7
A:uc0---:005151:兑,兑,4325135,7
A:uc0---:005152:兒,兒,32151135,8
A:uc0---:005153:兓,兓,15351535,8
A:uc0---:005154:兔,兔,35251354,8
A:uc0---:005155:兕,兕,2525135,7
A:uc0---:005156:兖,兖,41345435,8
A:uc0---:005157:兗,兗,413425135,9
A:uc0---:005158:兘,兘,113554251,9
A:uc0---:005159:兙,兙,122513512,9
A:uc0---:00515a:党,党,2434525135,10
A:uc0---:00515b:兛,兛,1225135312,10
A:uc0---:00515c:兜,兜,32511355135,11
A:uc0---:00515d:兝,兝,12251353453,11
A:uc0---:00515e:兞,兞,12251353115,11
A:uc0---:00515f:兟,兟,312135312135,12
A:uc0---:005160:兠,兠,325112113535,12
A:uc0---:005161:兡,兡,1225135132511,13
A:uc0---:005162:兢,兢,12251351225135,14
A:uc0---:005163:兣,兣,1225135132511211,16
A:uc0---:005164:兤,兤,24313512212512134,17
A:uc0---:005165:入,入,34,2
A:uc0---:005166:兦,兦,345,3
A:uc0---:005167:內,內,2534,4
A:uc0---:005168:全,全,341121,6
A:uc0---:005169:兩,兩,12523434,8
A:uc0---:00516a:兪,兪,341251155,9
A:uc0---:00516b:八,八,34,2
A:uc0---:00516c:公,公,3454,4
A:uc0---:00516d:六,六,4134,4
A:uc0---:00516e:兮,兮,3415,4
A:uc0---:00516f:兯,兯,4352,4
A:uc0---:005170:兰,兰,43111,5
A:uc0---:005171:共,共,122134,6
A:uc0---:005172:兲,兲,112134,6
A:uc0---:005173:关,关,431134,6
A:uc0---:005174:兴,兴,443134,6
A:uc0---:005175:兵,兵,3212134,7
A:uc0---:005176:其,其,12211134,8
A:uc0---:005177:具,具,25111134,8
A:uc0---:005178:典,典,25122134,8
A:uc0---:005179:兹,兹,431554554,9
A:uc0---:00517a:兺,兺,345325135,9
A:uc0---:00517b:养,养,431113432,9
A:uc0---:00517c:兼,兼,4315112234,10
A:uc0---:00517d:兽,兽,43251211251,11
A:uc0---:00517e:兾,兾,4325121122134,13
A:uc0---:00517f:兿,兿,4311213541154,13
A:uc0---:005180:冀,冀,2113525121122134,16
A:uc0---:005181:冁,冁,432511125131221534,18
A:uc0---:005182:冂,冂,25,2
A:uc0---:005183:冃,冃,2511,4
A:uc0---:005184:冄,冄,2511,4
A:uc0---:005185:内,内,2534,4
A:uc0---:005186:円,円,2521,4
A:uc0---:005187:冇,冇,1325,4
A:uc0---:005188:冈,冈,2534,4
A:uc0---:005189:冉,冉,25211,5
A:uc0---:00518a:冊,冊,25221,5
A:uc0---:00518b:冋,冋,25251,5
A:uc0---:00518c:册,册,35351,5
A:uc0---:00518d:再,再,125211,6
A:uc0---:00518e:冎,冎,25525,5
A:uc0---:00518f:冏,冏,2534251,7
A:uc0---:005190:冐,冐,25112511,8
A:uc0---:005191:冑,冑,251212511,9
A:uc0---:005192:冒,冒,251125111,9
A:uc0---:005193:冓,冓,1122125211,10
A:uc0---:005194:冔,冔,2511251112,10
A:uc0---:005195:冕,冕,25113525135,11
A:uc0---:005196:冖,冖,45,2
A:uc0---:005197:冗,冗,4535,4
A:uc0---:005198:冘,冘,4535,4
A:uc0---:005199:写,写,45151,5
A:uc0---:00519a:冚,冚,45252,5
A:uc0---:00519b:军,军,451512,6
A:uc0---:00519c:农,农,453534,6
A:uc0---:00519d:冝,冝,4525111,7
A:uc0---:00519e:冞,冞,45431234,8
A:uc0---:00519f:冟,冟,453251135,9
A:uc0---:0051a0:冠,冠,451135124,9
A:uc0---:0051a1:冡,冡,4511353334,10
A:uc0---:0051a2:冢,冢,4513533434,10
A:uc0---:0051a3:冣,冣,4512211154,10
A:uc0---:0051a4:冤,冤,4535251354,10
A:uc0---:0051a5:冥,冥,4525114134,10
A:uc0---:0051a6:冦,冦,4511352154,10
A:uc0---:0051a7:冧,冧,4512341234,10
A:uc0---:0051a8:冨,冨,45125125121,11
A:uc0---:0051a9:冩,冩,45321511354444,14
A:uc0---:0051aa:冪,冪,451222511134252,15
A:uc0---:0051ab:冫,冫,41,2
A:uc0---:0051ac:冬,冬,35444,5
A:uc0---:0051ad:冭,冭,13444,5
A:uc0---:0051ae:冮,冮,41121,5
A:uc0---:0051af:冯,冯,41551,5
A:uc0---:0051b0:冰,冰,412534,6
A:uc0---:0051b1:冱,冱,411551,6
A:uc0---:0051b2:冲,冲,412512,6
A:uc0---:0051b3:决,决,415134,6
A:uc0---:0051b4:冴,冴,411523,6
A:uc0---:0051b5:况,况,4125135,7
A:uc0---:0051b6:冶,冶,4154251,7
A:uc0---:0051b7:冷,冷,4134454,7
A:uc0---:0051b8:冸,冸,4143112,7
A:uc0---:0051b9:冹,冹,4113544,7
A:uc0---:0051ba:冺,冺,4151515,7
A:uc0---:0051bb:冻,冻,4115234,7
A:uc0---:0051bc:冼,冼,41312135,8
A:uc0---:0051bd:冽,冽,41135422,8
A:uc0---:0051be:冾,冾,41341251,8
A:uc0---:0051bf:冿,冿,41511112,8
A:uc0---:0051c0:净,净,41355112,8
A:uc0---:0051c1:凁,凁,411251234,9
A:uc0---:0051c2:凂,凂,413525135,9
A:uc0---:0051c3:凃,凃,413411234,9
A:uc0---:0051c4:凄,凄,4115112531,10
A:uc0---:0051c5:凅,凅,4125122511,10
A:uc0---:0051c6:准,准,4132411121,10
A:uc0---:0051c7:凇,凇,4112343454,10
A:uc0---:0051c8:凈,凈,4134435112,10
A:uc0---:0051c9:凉,凉,4141251234,10
A:uc0---:0051c9:凉,凉,414125234,9
A:uc0---:0051ca:凊,凊,4111212511,10
A:uc0---:0051cb:凋,凋,4135121251,10
A:uc0---:0051cc:凌,凌,4112134354,10
A:uc0---:0051cd:凍,凍,4112511234,10
A:uc0---:0051ce:凎,凎,4134112431,10
A:uc0---:0051cf:减,减,41131251534,11
A:uc0---:0051d0:凐,凐,41125221121,11
A:uc0---:0051d1:凑,凑,41111341134,11
A:uc0---:0051d2:凒,凒,412521251431,12
A:uc0---:0051d3:凓,凓,411252211234,12
A:uc0---:0051d4:凔,凔,413445113251,12
A:uc0---:0051d5:凕,凕,414525114134,12
A:uc0---:0051d6:凖,凖,413241112112,12
A:uc0---:0051d7:凗,凗,4125232411121,13
A:uc0---:0051d8:凘,凘,41122111343312,14
A:uc0---:0051d9:凙,凙,412522112143112,15
A:uc0---:0051da:凚,凚,411234123411234,15
A:uc0---:0051db:凛,凛,414125251111234,15
A:uc0---:0051dc:凜,凜,414125251131234,15
A:uc0---:0051dd:凝,凝,4135322345452134,16
A:uc0---:0051de:凞,凞,4131251255154444,16
A:uc0---:0051df:凟,凟,41121252212511134,17
A:uc0---:0051e0:几,几,35,2
A:uc0---:0051e1:凡,凡,354,3
A:uc0---:0051e2:凢,凢,335,3
A:uc0---:0051e3:凣,凣,235,3
A:uc0---:0051e4:凤,凤,3554,4
A:uc0---:0051e5:凥,凥,51335,5
A:uc0---:0051e6:処,処,35435,5
A:uc0---:0051e7:凧,凧,35252,5
A:uc0---:0051e8:凨,凨,351154,6
A:uc0---:0051e9:凩,凩,351234,6
A:uc0---:0051ea:凪,凪,352121,6
A:uc0---:0051eb:凫,凫,354535,6
A:uc0---:0051ec:凬,凬,3512511,7
A:uc0---:0051ed:凭,凭,32312135,8
A:uc0---:0051ee:凮,凮,35132511,8
A:uc0---:0051ef:凯,凯,25251535,8
A:uc0---:0051f0:凰,凰,35325111121,11
A:uc0---:0051f1:凱,凱,252125143135,12
A:uc0---:0051f2:凲,凲,354315112234,12
A:uc0---:0051f3:凳,凳,54334125143135,14
A:uc0---:0051f4:凴,凴,41121125444435,14
A:uc0---:0051f5:凵,凵,52,2
A:uc0---:0051f6:凶,凶,3452,4
A:uc0---:0051f7:凷,凷,12152,5
A:uc0---:0051f8:凸,凸,21251,5
A:uc0---:0051f9:凹,凹,251251,6
A:uc0---:0051fa:出,出,52252,5
A:uc0---:0051fb:击,击,11252,5
A:uc0---:0051fc:凼,凼,253452,6
A:uc0---:0051fd:函,函,52413452,8
A:uc0---:0051fe:凾,凾,522515452,9
A:uc0---:0051ff:凿,凿,224314311252,12
A:uc0---:005200:刀,刀,53,2
A:uc0---:005201:刁,刁,51,2
A:uc0---:005202:刂,刂,22,2
A:uc0---:005203:刃,刃,534,3
A:uc0---:005204:刄,刄,534,3
A:uc0---:005205:刅,刅,5344,4
A:uc0---:005206:分,分,3453,4
A:uc0---:005207:切,切,1553,4
A:uc0---:005208:刈,刈,3422,4
A:uc0---:005209:刉,刉,31522,5
A:uc0---:00520a:刊,刊,11222,5
A:uc0---:00520b:刋,刋,31322,5
A:uc0---:00520c:刌,刌,12422,5
A:uc0---:00520d:刍,刍,35511,5
A:uc0---:00520e:刎,刎,353322,6
A:uc0---:00520f:刏,刏,311522,6
A:uc0---:005210:刐,刐,354122,6
A:uc0---:005211:刑,刑,113222,6
A:uc0---:005212:划,划,153422,6
A:uc0---:005213:刓,刓,113522,6
A:uc0---:005214:刔,刔,513422,6
A:uc0---:005215:刕,刕,535353,6
A:uc0---:005216:刖,刖,351122,6
A:uc0---:005217:列,列,135422,6
A:uc0---:005218:刘,刘,413422,6
A:uc0---:005219:则,则,253422,6
A:uc0---:00521a:刚,刚,253422,6
A:uc0---:00521b:创,创,345522,6
A:uc0---:00521c:刜,刜,5153222,7
A:uc0---:00521d:初,初,4523453,7
A:uc0---:00521e:刞,刞,2511122,7
A:uc0---:00521f:刟,刟,5325122,7
A:uc0---:005220:删,删,3535122,7
A:uc0---:005221:刡,刡,5151522,7
A:uc0---:005222:刢,刢,3445422,7
A:uc0---:005223:刣,刣,5425122,7
A:uc0---:005224:判,判,4311322,7
A:uc0---:005225:別,別,2515322,7
A:uc0---:005226:刦,刦,1215422,7
A:uc0---:005227:刧,刧,1215453,7
A:uc0---:005228:刨,刨,3551522,7
A:uc0---:005229:利,利,3123422,7
A:uc0---:00522a:刪,刪,2522122,7
A:uc0---:00522b:别,别,2515322,7
A:uc0---:00522c:刬,刬,1153422,7
A:uc0---:00522d:刭,刭,5412122,7
A:uc0---:00522e:刮,刮,31225122,8
A:uc0---:00522f:刯,刯,12511122,8
A:uc0---:005230:到,到,15412122,8
A:uc0---:005231:刱,刱,11325344,8
A:uc0---:005232:刲,刲,12112122,8
A:uc0---:005233:刳,刳,13411522,8
A:uc0---:005234:刴,刴,53123422,8
A:uc0---:005235:刵,刵,12211122,8
A:uc0---:005236:制,制,31125222,8
A:uc0---:005237:刷,刷,51325222,8
A:uc0---:005238:券,券,43113453,8
A:uc0---:005239:刹,刹,34123422,8
A:uc0---:00523a:刺,刺,12523422,8
A:uc0---:00523b:刻,刻,41533422,8
A:uc0---:00523c:刼,刼,12154534,8
A:uc0---:00523d:刽,刽,34115422,8
A:uc0---:00523e:刾,刾,14313422,8
A:uc0---:00523f:刿,刿,25235422,8
A:uc0---:005240:剀,剀,25251522,8
A:uc0---:005241:剁,剁,35123422,8
A:uc0---:005242:剂,剂,41343222,8
A:uc0---:005243:剃,剃,435152322,9
A:uc0---:005244:剄,剄,155512122,9
A:uc0---:005245:剅,剅,125143122,9
A:uc0---:005246:剆,剆,45115422,8
A:uc0---:005247:則,則,251113422,9
A:uc0---:005248:剈,剈,251251122,9
A:uc0---:005249:剉,剉,343412122,9
A:uc0---:00524a:削,削,243251122,9
A:uc0---:00524b:剋,剋,122513522,9
A:uc0---:00524c:剌,剌,125123422,9
A:uc0---:00524d:前,前,431251122,9
A:uc0---:00524e:剎,剎,341234422,9
A:uc0---:00524f:剏,剏,431132534,9
A:uc0---:005250:剐,剐,251253422,9
A:uc0---:005251:剑,剑,341443122,9
A:uc0---:005252:剒,剒,1221251122,10
A:uc0---:005253:剓,剓,3123435353,10
A:uc0---:005254:剔,剔,2511353322,10
A:uc0---:005255:剕,剕,2211111122,10
A:uc0---:005256:剖,剖,4143125122,10
A:uc0---:005257:剗,剗,1534153422,10
A:uc0---:005258:剘,剘,1221113422,10
A:uc0---:005259:剙,剙,4311325344,10
A:uc0---:00525a:剚,剚,1251511222,10
A:uc0---:00525b:剛,剛,2543125222,10
A:uc0---:00525c:剜,剜,4453545522,10
A:uc0---:00525d:剝,剝,5512413422,10
A:uc0---:00525e:剞,剞,1341251222,10
A:uc0---:00525f:剟,剟,5454545422,10
A:uc0---:005260:剠,剠,4125123422,10
A:uc0---:005261:剡,剡,4334433422,10
A:uc0---:005262:剢,剢,1353343422,10
A:uc0---:005263:剣,剣,3412513422,10
A:uc0---:005264:剤,剤,4134321122,10
A:uc0---:005265:剥,剥,5112413422,10
A:uc0---:005266:剦,剦,1342511522,10
A:uc0---:005267:剧,剧,5131225122,10
A:uc0---:005268:剨,剨,11121325122,11
A:uc0---:005269:剩,剩,312211353422,12
A:uc0---:00526a:剪,剪,43125112253,11
A:uc0---:00526b:剫,剫,41312215422,11
A:uc0---:00526c:剬,剬,25213252222,11
A:uc0---:00526d:剭,剭,51315412122,11
A:uc0---:00526e:剮,剮,2552525122,10
A:uc0---:00526f:副,副,12512512122,11
A:uc0---:005270:剰,剰,31212213422,11
A:uc0---:005271:剱,剱,34125134534,11
A:uc0---:005272:割,割,445111225122,12
A:uc0---:005273:剳,剳,12234125122,11
A:uc0---:005274:剴,剴,252125143122,12
A:uc0---:005275:創,創,344511325122,12
A:uc0---:005276:剶,剶,55135333422,11
A:uc0---:005277:剷,剷,4143133112122,13
A:uc0---:005278:剸,剸,1251121412422,13
A:uc0---:005279:剹,剹,5415413433322,13
A:uc0---:00527a:剺,剺,1123431341353,13
A:uc0---:00527b:剻,剻,2523511351122,13
A:uc0---:00527c:剼,剼,5454543433322,13
A:uc0---:00527d:剽,剽,1252211123422,13
A:uc0---:00527e:剾,剾,1251251251522,13
A:uc0---:00527f:剿,剿,5551511123422,13
A:uc0---:005280:劀,劀,54523253425122,14
A:uc0---:005281:劁,劁,32411121444422,14
A:uc0---:005282:劂,劂,13431523353422,14
A:uc0---:005283:劃,劃,51112125121122,14
A:uc0---:005284:劄,劄,31431434125122,14
A:uc0---:005285:劅,劅,252213525121422,15
A:uc0---:005286:劆,劆,413431511223422,15
A:uc0---:005287:劇,劇,215315135333422,15
A:uc0---:005288:劈,劈,513251414311253,15
A:uc0---:005289:劉,劉,354533411243122,15
A:uc0---:00528a:劊,劊,341252431251122,15
A:uc0---:00528b:劋,劋,251251251123422,15
A:uc0---:00528c:劌,劌,212113123353422,15
A:uc0---:00528d:劍,劍,341251251343422,15
A:uc0---:00528e:劎,劎,341251251343453,15
A:uc0---:00528f:劏,劏,243452512512122,15
A:uc0---:005290:劐,劐,122324111215422,15
A:uc0---:005291:劑,劑,4143253354321122,16
A:uc0---:005292:劒,劒,3412512513434534,16
A:uc0---:005293:劓,劓,3251112512113222,16
A:uc0---:005294:劔,劔,3412512513434534,16
A:uc0---:005295:劕,劕,33123312251113422,17
A:uc0---:005296:劖,劖,3525115353525135422,19
A:uc0---:005297:劗,劗,312135312135251113422,21
A:uc0---:005298:劘,劘,413123412342211111122,21
A:uc0---:005299:劙,劙,55135333425121425121422,23
A:uc0---:00529a:劚,劚,51324134252213525121422,23
A:uc0---:00529b:力,力,53,2
A:uc0---:00529c:劜,劜,535,3
A:uc0---:00529d:劝,劝,5453,4
A:uc0---:00529e:办,办,5344,4
A:uc0---:00529f:功,功,12153,5
A:uc0---:0052a0:加,加,53251,5
A:uc0---:0052a1:务,务,35453,5
A:uc0---:0052a2:劢,劢,15353,5
A:uc0---:0052a3:劣,劣,234353,6
A:uc0---:0052a4:劤,劤,331253,6
A:uc0---:0052a5:劥,劥,413553,6
A:uc0---:0052a6:劦,劦,535353,6
A:uc0---:0052a7:劧,劧,311253,6
A:uc0---:0052a8:动,动,115453,6
A:uc0---:0052a9:助,助,2511153,7
A:uc0---:0052aa:努,努,5315453,7
A:uc0---:0052ab:劫,劫,1215453,7
A:uc0---:0052ac:劬,劬,3525153,7
A:uc0---:0052ad:劭,劭,5325153,7
A:uc0---:0052ae:劮,劮,3113453,7
A:uc0---:0052af:劯,劯,1325153,7
A:uc0---:0052b0:劰,劰,3251153,7
A:uc0---:0052b1:励,励,1315353,7
A:uc0---:0052b2:劲,劲,5412153,7
A:uc0---:0052b3:劳,劳,1224553,7
A:uc0---:0052b4:労,労,4434553,7
A:uc0---:0052b5:劵,劵,43113453,8
A:uc0---:0052b6:劶,劶,33125153,8
